,MatchNo,MatchID,Year,Venue,Innings,VenueAvg,TeamBatting,TeamBowling,TeamBattingAvg,Batters,Bowlers,Batter1SR,Batter2SR,Batter3SR,Bowler1E,Bowler2E,Bowler3E,RunsScored,Wickets
10,5,1304110,2022,Dr DY Patil Sports A,1,0.3565062388591802,Delhi Capitals,Punjab Kings,0.6476030277544149,"['DA Warner', 'MR Marsh', 'SN Khan', 'Lalit Yadav']","['LS Livingstone', 'K Rabada', 'Harpreet Brar', 'R Dhawan', 'Arshdeep Singh']",0.8432350573982295,0.9652515936525161,0.5297766749379653,0.1602209944751381,0.39220014716703444,0.5406189555125724,59,2
11,5,1304110,2022,Dr DY Patil Sports A,2,0.3565062388591802,Punjab Kings,Delhi Capitals,0.7493224932249323,"['JM Bairstow', 'S Dhawan', 'PBB Rajapaksa', 'LS Livingstone']","['KK Ahmed', 'A Nortje', 'Lalit Yadav', 'SN Thakur']",0.8917912229597441,0.6155575782037688,0.9173387096774193,0.4703666499246609,0.36386226482073125,0.3026693960258875,54,3
12,6,1304108,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Chennai Super Kings,Gujarat Titans,0.5460338387167654,"['RD Gaikwad', 'DP Conway', 'MM Ali']","['Mohammed Shami', 'HH Pandya', 'Yash Dayal', 'Rashid Khan']",0.7111281952719584,0.6121909955955943,0.47507331378299117,0.41352186534319685,0.4557023984336761,0.47187348574952637,47,1
13,6,1304108,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Gujarat Titans,Chennai Super Kings,0.31707317073170715,"['WP Saha', 'Shubman Gill']","['Mukesh Choudhary', 'Simarjeet Singh', 'MJ Santner']",0.8080541497190051,0.6071831888148413,0.33386836510818124,0.4939391440587119,0.4231678486997634,0.3899333308316759,53,0
14,7,1304106,2022,"Brabourne Stadium, M",1,0.7938205585264406,Punjab Kings,Royal Challengers Bangalore,0.7493224932249323,"['JM Bairstow', 'S Dhawan']","['GJ Maxwell', 'JR Hazlewood', 'Mohammed Siraj']",0.8917912229597441,0.6155575782037688,0.33386836510818124,0.5545766761236373,0.31602630668051246,0.41874235187305076,83,1
15,7,1304106,2022,"Brabourne Stadium, M",2,0.7938205585264406,Royal Challengers Bangalore,Punjab Kings,0.5596205962059622,"['V Kohli', 'F du Plessis', 'RM Patidar', 'MK Lomror', 'GJ Maxwell']","['Harpreet Brar', 'Arshdeep Singh', 'K Rabada', 'R Dhawan']",0.7510849004117058,0.6643631313018592,0.3763440860215053,0.6803114013058764,0.3685488767455982,0.36901239289572374,44,3
16,8,1304104,2022,Dr DY Patil Sports A,1,0.3565062388591802,Rajasthan Royals,Delhi Capitals,0.54576596327761,"['YBK Jaiswal', 'JC Buttler', 'R Ashwin']","['C Sakariya', 'A Nortje', 'SN Thakur', 'AR Patel']",0.8646392367322601,0.7779220192077916,0.2903225806451612,0.32637726913970017,0.36386226482073125,0.41112693801710043,43,1
17,8,1304104,2022,Dr DY Patil Sports A,2,0.3565062388591802,Delhi Capitals,Rajasthan Royals,0.6476030277544149,"['KS Bharat', 'MR Marsh', 'DA Warner']","['TA Boult', 'M Prasidh Krishna', 'R Ashwin']",0.8196721311475409,0.9652515936525161,0.4291967800693343,0.37394591451003184,0.3675826363998407,0.25494258851733065,38,1
18,9,1304102,2022,Dr DY Patil Sports A,1,0.3565062388591802,Kolkata Knight Riders,Mumbai Indians,0.461788617886179,"['VR Iyer', 'AM Rahane', 'N Rana']","['DR Sams', 'M Ashwin', 'JJ Bumrah', 'RP Meredith', 'K Kartikeya']",0.7340850364106177,0.5498323599893415,0.39798387096774196,0.3373618784530386,0.5460992907801416,0.2644398007429921,64,1
19,9,1304102,2022,Dr DY Patil Sports A,2,0.3565062388591802,Mumbai Indians,Kolkata Knight Riders,0.5304878048780486,"['RG Sharma', 'Ishan Kishan', 'Tilak Varma', 'Ramandeep Singh']","['TG Southee', 'PJ Cummins', 'AD Russell', 'SP Narine']",0.7711224024493518,0.6404147264041473,0.5436081242532855,0.4369663485685585,0.40608760207869343,0.36879432624113473,37,2
20,10,1304100,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Royal Challengers Bangalore,Sunrisers Hyderabad,0.5596205962059622,"['V Kohli', 'RM Patidar', 'F du Plessis']","['J Suchith', 'B Kumar', 'Fazalhaq Farooqi', 'Kartik Tyagi']",0.7510849004117058,0.6249830462498304,0.400734993875051,0.5087292817679558,0.10618924572412958,0.16381712259371828,47,1
21,10,1304100,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Sunrisers Hyderabad,Royal Challengers Bangalore,0.4194061505832445,"['Abhishek Sharma', 'RA Tripathi', 'AK Markram']","['GJ Maxwell', 'JR Hazlewood', 'Shahbaz Ahmed', 'Mohammed Siraj']",0.8204973321252391,0.7903078705179196,0.41397849462365593,0.5545766761236373,0.31602630668051246,0.4270078927289327,39,2
22,11,1304098,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Punjab Kings,Rajasthan Royals,0.7493224932249323,"['JM Bairstow', 'S Dhawan', 'PBB Rajapaksa']","['TA Boult', 'M Prasidh Krishna', 'KR Sen', 'R Ashwin']",0.8917912229597441,0.6155575782037688,0.9173387096774193,0.37394591451003184,0.3675826363998407,0.36474164133738596,48,1
23,11,1304098,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Rajasthan Royals,Punjab Kings,0.54576596327761,"['YBK Jaiswal', 'JC Buttler', 'SV Samson']","['Sandeep Sharma', 'K Rabada', 'Arshdeep Singh']",0.8646392367322601,0.7779220192077916,0.4318872821653689,0.34804285479850267,0.39220014716703444,0.3556950742161764,67,1
24,12,1304096,2022,"Brabourne Stadium, M",1,0.7938205585264406,Delhi Capitals,Sunrisers Hyderabad,0.6476030277544149,"['Mandeep Singh', 'MR Marsh', 'DA Warner', 'RR Pant']","['B Kumar', 'SA Abbott', 'Umran Malik', 'Kartik Tyagi']",0.7306305185922148,0.9652515936525161,0.4291967800693343,0.2617059158238652,0.7992831541218637,1.0,50,2
25,12,1304096,2022,"Brabourne Stadium, M",2,0.7938205585264406,Sunrisers Hyderabad,Delhi Capitals,0.4194061505832445,"['Abhishek Sharma', 'KS Williamson', 'RA Tripathi', 'AK Markram']","['SN Thakur', 'KK Ahmed', 'A Nortje']",0.8204973321252391,0.5080157330801574,0.4787415935255898,0.5173594829870949,0.40067340067340074,0.35305618406699224,35,2
26,13,1304094,2022,Dr DY Patil Sports A,1,0.3565062388591802,Gujarat Titans,Punjab Kings,0.31707317073170715,"['WP Saha', 'Shubman Gill', 'HH Pandya', 'B Sai Sudharsan']","['Sandeep Sharma', 'K Rabada', 'Arshdeep Singh']",0.8080541497190051,0.6071831888148413,0.32880588568194685,0.34804285479850267,0.39220014716703444,0.3556950742161764,42,2
27,13,1304094,2022,Dr DY Patil Sports A,2,0.3565062388591802,Punjab Kings,Gujarat Titans,0.7493224932249323,"['JM Bairstow', 'S Dhawan', 'PBB Rajapaksa']","['Mohammed Shami', 'PJ Sangwan', 'AS Joseph', 'LH Ferguson']",0.8917912229597441,0.6155575782037688,0.9173387096774193,0.41352186534319685,0.44415127528583986,0.5172998986828773,43,1
28,14,1304092,2022,Maharashtra Cricket ,1,0.5371900826446283,Chennai Super Kings,Sunrisers Hyderabad,0.5460338387167654,"['RD Gaikwad', 'DP Conway']","['B Kumar', 'M Jansen', 'T Natarajan']",0.7111281952719584,0.6121909955955943,0.33386836510818124,0.2617059158238652,0.3422222222222224,0.37757514353259025,40,0
29,14,1304092,2022,Maharashtra Cricket ,2,0.5371900826446283,Sunrisers Hyderabad,Chennai Super Kings,0.4194061505832445,"['Abhishek Sharma', 'KS Williamson', 'RA Tripathi']","['Mukesh Choudhary', 'Simarjeet Singh', 'MJ Santner', 'M Theekshana']",0.8204973321252391,0.5080157330801574,0.4787415935255898,0.4939391440587119,0.4231678486997634,0.3899333308316759,58,2
30,15,1304090,2022,Dr DY Patil Sports A,1,0.3565062388591802,Rajasthan Royals,Mumbai Indians,0.54576596327761,"['JC Buttler', 'D Padikkal', 'SV Samson']","['DR Sams', 'JJ Bumrah', 'HR Shokeen', 'RP Meredith']",0.897141802457417,0.5801751369749358,0.4318872821653689,0.3373618784530386,0.20648148148148138,0.25244849712934814,40,1
31,15,1304090,2022,Dr DY Patil Sports A,2,0.3565062388591802,Mumbai Indians,Rajasthan Royals,0.5304878048780486,"['RG Sharma', 'Ishan Kishan', 'SA Yadav', 'Tilak Varma']","['TA Boult', 'M Prasidh Krishna', 'R Ashwin']",0.7711224024493518,0.6404147264041473,0.5065845112963634,0.37394591451003184,0.3675826363998407,0.25494258851733065,41,2
32,16,1304088,2022,Maharashtra Cricket ,1,0.5371900826446283,Lucknow Super Giants,Punjab Kings,0.5015243902439024,"['Q de Kock', 'KL Rahul', 'DJ Hooda']","['Arshdeep Singh', 'Sandeep Sharma', 'K Rabada', 'R Dhawan']",0.8152223168808571,0.661988970904511,0.3374411018484958,0.44760438366090033,0.22803708942322798,0.36901239289572374,39,1
33,16,1304088,2022,Maharashtra Cricket ,2,0.5371900826446283,Punjab Kings,Lucknow Super Giants,0.7493224932249323,"['MA Agarwal', 'S Dhawan', 'JM Bairstow']","['Mohsin Khan', 'PVD Chameera', 'JO Holder', 'Avesh Khan']",0.7475083056478405,0.6155575782037688,0.4669139564151818,0.1903615775942235,0.4035087719298247,0.42266582692114596,46,1
34,17,1304086,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Sunrisers Hyderabad,Gujarat Titans,0.4194061505832445,"['Abhishek Sharma', 'KS Williamson', 'RA Tripathi', 'AK Markram']","['Mohammed Shami', 'Yash Dayal', 'AS Joseph']",0.8204973321252391,0.5080157330801574,0.4787415935255898,0.41352186534319685,0.57487922705314,0.5172998986828773,53,2
35,17,1304086,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Gujarat Titans,Sunrisers Hyderabad,0.31707317073170715,"['WP Saha', 'Shubman Gill']","['B Kumar', 'M Jansen', 'T Natarajan']",0.8080541497190051,0.6071831888148413,0.33386836510818124,0.2617059158238652,0.3422222222222224,0.37757514353259025,59,0
36,18,1304084,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Punjab Kings,Chennai Super Kings,0.7493224932249323,"['MA Agarwal', 'S Dhawan', 'PBB Rajapaksa']","['Mukesh Choudhary', 'M Theekshana', 'MJ Santner']",0.7475083056478405,0.6155575782037688,0.9173387096774193,0.4939391440587119,0.42368742368742374,0.3899333308316759,37,1
37,18,1304084,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Chennai Super Kings,Punjab Kings,0.5460338387167654,"['RD Gaikwad', 'RV Uthappa', 'MJ Santner', 'S Dube']","['K Rabada', 'Sandeep Sharma', 'R Dhawan', 'Arshdeep Singh']",0.7111281952719584,0.6637964044222895,0.10872162485065712,0.4643628114595147,0.22803708942322798,0.34420803782505904,32,2
38,19,1304082,2022,"Brabourne Stadium, M",1,0.7938205585264406,Royal Challengers Bangalore,Sunrisers Hyderabad,0.5596205962059622,"['F du Plessis', 'Anuj Rawat', 'V Kohli', 'GJ Maxwell', 'SS Prabhudessai', 'Shahbaz Ahmed']","['B Kumar', 'M Jansen', 'T Natarajan']",0.8065940535766853,0.3903150825238406,0.35761691619077013,0.2617059158238652,0.3422222222222224,0.37757514353259025,31,4
39,19,1304082,2022,"Brabourne Stadium, M",2,0.7938205585264406,Sunrisers Hyderabad,Royal Challengers Bangalore,0.4194061505832445,"['Abhishek Sharma', 'KS Williamson']","['Mohammed Siraj', 'JR Hazlewood', 'HV Patel']",0.8204973321252391,0.5080157330801574,0.33386836510818124,0.5269426705890792,0.31602630668051246,0.42068365258426654,56,0
40,20,1304080,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Rajasthan Royals,Delhi Capitals,0.54576596327761,"['JC Buttler', 'D Padikkal']","['KK Ahmed', 'SN Thakur', 'Lalit Yadav', 'Mustafizur Rahman']",0.897141802457417,0.5801751369749358,0.33386836510818124,0.4703666499246609,0.46699466994669936,0.3026693960258875,44,0
41,20,1304080,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Delhi Capitals,Rajasthan Royals,0.6476030277544149,"['PP Shaw', 'DA Warner', 'SN Khan', 'RR Pant']","['TA Boult', 'M Prasidh Krishna', 'OC McCoy', 'R Ashwin']",0.8805886350876155,0.7103158103818468,0.5297766749379653,0.37394591451003184,0.3675826363998407,0.2941573792637622,55,2
42,21,1304078,2022,"Brabourne Stadium, M",1,0.7938205585264406,Punjab Kings,Delhi Capitals,0.7493224932249323,"['MA Agarwal', 'S Dhawan', 'JM Bairstow', 'LS Livingstone', 'JM Sharma']","['SN Thakur', 'KK Ahmed', 'Lalit Yadav', 'Mustafizur Rahman', 'AR Patel']",0.7475083056478405,0.6155575782037688,0.4669139564151818,0.5173594829870949,0.40067340067340074,0.3026693960258875,47,3
43,21,1304078,2022,"Brabourne Stadium, M",2,0.7938205585264406,Delhi Capitals,Punjab Kings,0.6476030277544149,"['PP Shaw', 'DA Warner']","['VG Arora', 'K Rabada', 'Arshdeep Singh', 'NT Ellis']",0.8805886350876155,0.7103158103818468,0.33386836510818124,0.46201657458563533,0.39220014716703444,0.3556950742161764,81,0
44,22,1304076,2022,"Brabourne Stadium, M",1,0.7938205585264406,Rajasthan Royals,Kolkata Knight Riders,0.54576596327761,"['JC Buttler', 'D Padikkal']","['UT Yadav', 'Shivam Mavi', 'CV Varun', 'PJ Cummins']",0.897141802457417,0.5801751369749358,0.33386836510818124,0.4212248168116038,0.42550911039657,0.29113186449753525,60,0
45,22,1304076,2022,"Brabourne Stadium, M",2,0.7938205585264406,Kolkata Knight Riders,Rajasthan Royals,0.461788617886179,"['AJ Finch', 'SS Iyer']","['TA Boult', 'M Prasidh Krishna', 'OC McCoy', 'R Ashwin']",0.7299115941212905,0.5723424912679794,0.33386836510818124,0.37394591451003184,0.3675826363998407,0.2941573792637622,57,1
46,23,1304074,2022,Dr DY Patil Sports A,1,0.3565062388591802,Punjab Kings,Sunrisers Hyderabad,0.7493224932249323,"['S Dhawan', 'P Simran Singh', 'JM Bairstow', 'LS Livingstone']","['B Kumar', 'M Jansen', 'T Natarajan']",0.7676782712244327,0.4166553641665538,0.4669139564151818,0.2617059158238652,0.3422222222222224,0.37757514353259025,48,2
47,23,1304074,2022,Dr DY Patil Sports A,2,0.3565062388591802,Sunrisers Hyderabad,Punjab Kings,0.4194061505832445,"['Abhishek Sharma', 'KS Williamson', 'RA Tripathi']","['VG Arora', 'K Rabada', 'Arshdeep Singh']",0.8204973321252391,0.5080157330801574,0.4787415935255898,0.46201657458563533,0.39220014716703444,0.3556950742161764,39,1
48,24,1304072,2022,"Brabourne Stadium, M",1,0.7938205585264406,Lucknow Super Giants,Mumbai Indians,0.5015243902439024,"['KL Rahul', 'Q de Kock', 'MK Pandey']","['Tilak Varma', 'JD Unadkat', 'M Ashwin', 'JJ Bumrah', 'TS Mills', 'FA Allen']",0.8047009839682568,0.6751841179911242,0.374219562955255,0.3701657458563536,0.32588454376163867,0.4556683696565994,57,1
49,24,1304072,2022,"Brabourne Stadium, M",2,0.7938205585264406,Mumbai Indians,Lucknow Super Giants,0.5304878048780486,"['Ishan Kishan', 'RG Sharma', 'D Brevis', 'SA Yadav']","['JO Holder', 'PVD Chameera', 'Avesh Khan', 'Ravi Bishnoi']",0.7874984619170665,0.6198769756105346,0.48924731182795683,0.5318799462445871,0.4035087719298247,0.38130331176806864,57,2
50,25,1304070,2022,Dr DY Patil Sports A,1,0.3565062388591802,Gujarat Titans,Rajasthan Royals,0.31707317073170715,"['MS Wade', 'Shubman Gill', 'V Shankar', 'HH Pandya']","['JDS Neesham', 'M Prasidh Krishna', 'KR Sen', 'YS Chahal']",0.6942876495822984,0.6071831888148413,0.09408602150537637,0.775869792444378,0.3675826363998407,0.36474164133738596,42,2
51,25,1304070,2022,Dr DY Patil Sports A,2,0.3565062388591802,Rajasthan Royals,Gujarat Titans,0.54576596327761,"['JC Buttler', 'D Padikkal', 'R Ashwin', 'SV Samson']","['Mohammed Shami', 'Yash Dayal', 'Rashid Khan', 'LH Ferguson']",0.897141802457417,0.5801751369749358,0.2903225806451612,0.41352186534319685,0.57487922705314,0.36879432624113473,65,3
52,26,1304068,2022,Dr DY Patil Sports A,1,0.3565062388591802,Chennai Super Kings,Royal Challengers Bangalore,0.5460338387167654,"['RD Gaikwad', 'RV Uthappa', 'MM Ali']","['Mohammed Siraj', 'JR Hazlewood', 'Akash Deep']",0.7111281952719584,0.6637964044222895,0.47507331378299117,0.5269426705890792,0.31602630668051246,0.4367748472072426,35,1
53,26,1304068,2022,Dr DY Patil Sports A,2,0.3565062388591802,Royal Challengers Bangalore,Chennai Super Kings,0.5596205962059622,"['F du Plessis', 'Anuj Rawat', 'V Kohli', 'GJ Maxwell']","['MM Ali', 'Mukesh Choudhary', 'M Theekshana']",0.8065940535766853,0.3903150825238406,0.35761691619077013,0.2052091554853986,0.43394140409065773,0.38674193081487906,42,3
54,27,1304066,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Rajasthan Royals,Lucknow Super Giants,0.54576596327761,"['JC Buttler', 'D Padikkal', 'SV Samson']","['PVD Chameera', 'JO Holder', 'Ravi Bishnoi', 'Avesh Khan']",0.897141802457417,0.5801751369749358,0.4318872821653689,0.4723756906077348,0.4874874874874875,0.32579860019331763,44,1
55,27,1304066,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Lucknow Super Giants,Rajasthan Royals,0.5015243902439024,"['KL Rahul', 'K Gowtham', 'JO Holder', 'Q de Kock', 'DJ Hooda']","['TA Boult', 'M Prasidh Krishna', 'R Ashwin']",0.8047009839682568,0.6249830462498304,0.10035842293906805,0.37394591451003184,0.3675826363998407,0.25494258851733065,31,3
56,28,1304064,2022,Maharashtra Cricket ,1,0.5371900826446283,Mumbai Indians,Royal Challengers Bangalore,0.5304878048780486,"['Ishan Kishan', 'RG Sharma']","['DJ Willey', 'Mohammed Siraj', 'PWH de Silva', 'Akash Deep']",0.7874984619170665,0.6198769756105346,0.33386836510818124,0.3851617995264403,0.48051948051948035,0.64451198919284,49,0
57,28,1304064,2022,Maharashtra Cricket ,2,0.5371900826446283,Royal Challengers Bangalore,Mumbai Indians,0.5596205962059622,"['F du Plessis', 'Anuj Rawat']","['Basil Thampi', 'JD Unadkat', 'JJ Bumrah', 'M Ashwin']",0.8065940535766853,0.3903150825238406,0.33386836510818124,0.6046250041353758,0.32588454376163867,0.2644398007429921,30,0
58,29,1304062,2022,"Brabourne Stadium, M",1,0.7938205585264406,Punjab Kings,Gujarat Titans,0.7493224932249323,"['MA Agarwal', 'S Dhawan', 'JM Bairstow', 'LS Livingstone']","['Mohammed Shami', 'HH Pandya', 'LH Ferguson', 'Rashid Khan']",0.7475083056478405,0.6155575782037688,0.4669139564151818,0.41352186534319685,0.4557023984336761,0.3670063770188926,43,2
59,29,1304062,2022,"Brabourne Stadium, M",2,0.7938205585264406,Gujarat Titans,Punjab Kings,0.31707317073170715,"['MS Wade', 'Shubman Gill', 'B Sai Sudharsan']","['VG Arora', 'Arshdeep Singh', 'K Rabada']",0.6942876495822984,0.6071831888148413,0.39307048984468335,0.46201657458563533,0.3685488767455982,0.36901239289572374,53,1
60,30,1304060,2022,Maharashtra Cricket ,1,0.5371900826446283,Mumbai Indians,Kolkata Knight Riders,0.5304878048780486,"['RG Sharma', 'Ishan Kishan', 'D Brevis']","['UT Yadav', 'Rasikh Salam', 'PJ Cummins']",0.7711224024493518,0.6404147264041473,0.48924731182795683,0.4212248168116038,0.25,0.37683200086649826,35,1
61,30,1304060,2022,Maharashtra Cricket ,2,0.5371900826446283,Kolkata Knight Riders,Mumbai Indians,0.461788617886179,"['AM Rahane', 'VR Iyer', 'SS Iyer']","['Basil Thampi', 'DR Sams', 'JJ Bumrah', 'TS Mills']",0.7152713600283577,0.5734272057342721,0.34374001916320657,0.6046250041353758,0.21296296296296302,0.2644398007429921,35,2
62,31,1304058,2022,Dr DY Patil Sports A,1,0.3565062388591802,Lucknow Super Giants,Sunrisers Hyderabad,0.5015243902439024,"['KL Rahul', 'Q de Kock', 'E Lewis', 'MK Pandey', 'DJ Hooda']","['B Kumar', 'Washington Sundar', 'R Shepherd']",0.8047009839682568,0.6751841179911242,0.42888071011041345,0.2617059158238652,0.3021330786373766,0.3358662613981762,32,3
63,31,1304058,2022,Dr DY Patil Sports A,2,0.3565062388591802,Sunrisers Hyderabad,Lucknow Super Giants,0.4194061505832445,"['Abhishek Sharma', 'KS Williamson', 'RA Tripathi', 'AK Markram']","['JO Holder', 'KH Pandya', 'Avesh Khan', 'AJ Tye']",0.8204973321252391,0.5080157330801574,0.4787415935255898,0.5318799462445871,0.31605600238308007,0.38130331176806864,40,2
64,32,1304056,2022,Maharashtra Cricket ,1,0.5371900826446283,Gujarat Titans,Delhi Capitals,0.31707317073170715,"['MS Wade', 'Shubman Gill', 'V Shankar']","['Mustafizur Rahman', 'SN Thakur', 'KK Ahmed', 'AR Patel']",0.6942876495822984,0.6071831888148413,0.09408602150537637,0.3294257586903104,0.46699466994669936,0.3737834269749162,44,1
65,32,1304056,2022,Maharashtra Cricket ,2,0.5371900826446283,Delhi Capitals,Gujarat Titans,0.6476030277544149,"['PP Shaw', 'TL Seifert', 'Mandeep Singh', 'RR Pant', 'Lalit Yadav']","['Mohammed Shami', 'HH Pandya', 'LH Ferguson']",0.8805886350876155,0.48609792486097925,0.34172848024840424,0.41352186534319685,0.4557023984336761,0.3670063770188926,43,3
66,33,1304054,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Punjab Kings,Kolkata Knight Riders,0.7493224932249323,"['MA Agarwal', 'S Dhawan', 'PBB Rajapaksa', 'LS Livingstone', 'RA Bawa']","['UT Yadav', 'TG Southee', 'Shivam Mavi', 'CV Varun']",0.7475083056478405,0.6155575782037688,0.9173387096774193,0.4212248168116038,0.3535353535353536,0.3877676677840869,62,3
67,33,1304054,2022,"Wankhede Stadium, Mu",2,0.4718149234278266,Kolkata Knight Riders,Punjab Kings,0.461788617886179,"['AM Rahane', 'VR Iyer', 'SS Iyer', 'SW Billings']","['Arshdeep Singh', 'K Rabada', 'OF Smith']",0.7152713600283577,0.5734272057342721,0.34374001916320657,0.44760438366090033,0.39220014716703444,0.2941573792637622,51,2
68,34,1304052,2022,Dr DY Patil Sports A,1,0.3565062388591802,Kolkata Knight Riders,Royal Challengers Bangalore,0.461788617886179,"['AM Rahane', 'VR Iyer', 'SS Iyer', 'N Rana', 'SP Narine']","['DJ Willey', 'Mohammed Siraj', 'Akash Deep']",0.7152713600283577,0.5734272057342721,0.34374001916320657,0.3851617995264403,0.48051948051948035,0.4367748472072426,44,3
69,34,1304052,2022,Dr DY Patil Sports A,2,0.3565062388591802,Royal Challengers Bangalore,Kolkata Knight Riders,0.5596205962059622,"['F du Plessis', 'Anuj Rawat', 'V Kohli', 'SE Rutherford', 'DJ Willey']","['UT Yadav', 'TG Southee', 'AD Russell']",0.8065940535766853,0.3903150825238406,0.35761691619077013,0.4212248168116038,0.3535353535353536,0.36879432624113473,36,3
70,35,1304050,2022,"Wankhede Stadium, Mu",1,0.4718149234278266,Lucknow Super Giants,Gujarat Titans,0.5015243902439024,"['KL Rahul', 'E Lewis', 'Q de Kock', 'MK Pandey', 'DJ Hooda', 'A Badoni']","['Mohammed Shami', 'VR Aaron', 'LH Ferguson']",0.8047009839682568,0.7098055029369812,0.40743720614487217,0.41352186534319685,0.464919464919465,0.3670063770188926,32,4
