,MatchNo,MatchID,Year,Venue,Innings,VenueAvg,TeamBatting,TeamBowling,TeamBattingAvg,Batters,Bowlers,Batter1SR,Batter2SR,Batter3SR,Bowler1E,Bowler2E,Bowler3E,RunsScored,Wickets
49,24,1304072,2022,"Brabourne Stadium, M",2,53.147058823529406,Mumbai Indians,Lucknow Super Giants,45.214285714285715,"['Ishan Kishan', 'RG Sharma', 'D Brevis', 'SA Yadav']","['JO Holder', 'PVD Chameera', 'Avesh Khan', 'Ravi Bishnoi']",135.44973544973544,132.63305322128852,158.33333333333331,8.54054054054054,7.973684210526316,8.044692737430168,57,2
50,25,1304070,2022,Dr DY Patil Sports A,1,42.32352941176471,Gujarat Titans,Rajasthan Royals,42.714285714285715,"['MS Wade', 'Shubman Gill', 'V Shankar', 'HH Pandya']","['JDS Neesham', 'M Prasidh Krishna', 'KR Sen', 'YS Chahal']",119.41747572815532,130.89214380825567,70.83333333333334,10.864864864864865,7.731182795698924,7.846153846153847,42,2
51,25,1304070,2022,Dr DY Patil Sports A,2,42.32352941176471,Rajasthan Royals,Gujarat Titans,45.39325842696629,"['JC Buttler', 'D Padikkal', 'R Ashwin', 'SV Samson']","['Mohammed Shami', 'Yash Dayal', 'Rashid Khan', 'LH Ferguson']",154.30839002267572,127.1880819366853,114.28571428571428,7.413024085637823,9.130434782608695,7.894736842105264,65,3
52,26,1304068,2022,Dr DY Patil Sports A,1,42.32352941176471,Chennai Super Kings,Royal Challengers Bangalore,45.3963963963964,"['RD Gaikwad', 'RV Uthappa', 'MM Ali']","['Mohammed Siraj', 'JR Hazlewood', 'Akash Deep']",122.31404958677685,138.6564525633471,155.19480519480518,8.493506493506493,7.3831775700934585,8.70967741935484,35,1
53,26,1304068,2022,Dr DY Patil Sports A,2,42.32352941176471,Royal Challengers Bangalore,Chennai Super Kings,45.55555555555556,"['F du Plessis', 'Anuj Rawat', 'V Kohli', 'GJ Maxwell']","['MM Ali', 'Mukesh Choudhary', 'M Theekshana']",138.73417721518987,101.14942528735634,129.1866028708134,5.428571428571429,8.17910447761194,8.10989010989011,42,3
54,27,1304066,2022,"Wankhede Stadium, Mu",1,45.177419354838705,Rajasthan Royals,Lucknow Super Giants,45.39325842696629,"['JC Buttler', 'D Padikkal', 'SV Samson']","['PVD Chameera', 'JO Holder', 'Ravi Bishnoi', 'Avesh Khan']",154.30839002267572,127.1880819366853,145.632183908046,7.973684210526316,8.54054054054054,7.379310344827585,44,1
55,27,1304066,2022,"Wankhede Stadium, Mu",2,45.177419354838705,Lucknow Super Giants,Rajasthan Royals,44.875,"['KL Rahul', 'K Gowtham', 'JO Holder', 'Q de Kock', 'DJ Hooda']","['TA Boult', 'M Prasidh Krishna', 'R Ashwin']",138.40856924254018,133.33333333333331,72.22222222222221,7.036011080332409,7.731182795698924,6.529898804047838,31,3
56,28,1304064,2022,Maharashtra Cricket ,1,46.79545454545455,Mumbai Indians,Royal Challengers Bangalore,45.214285714285715,"['Ishan Kishan', 'RG Sharma']","['DJ Willey', 'Mohammed Siraj', 'PWH de Silva', 'Akash Deep']",135.44973544973544,132.63305322128852,123.92799513109729,7.142857142857142,8.493506493506493,11.2,49,0
57,28,1304064,2022,Maharashtra Cricket ,2,46.79545454545455,Royal Challengers Bangalore,Mumbai Indians,45.55555555555556,"['F du Plessis', 'Anuj Rawat']","['Basil Thampi', 'JD Unadkat', 'JJ Bumrah', 'M Ashwin']",138.73417721518987,101.14942528735634,123.92799513109729,9.233532934131738,7.449720670391061,6.643749999999999,30,0
58,29,1304062,2022,"Brabourne Stadium, M",1,53.147058823529406,Punjab Kings,Gujarat Titans,47.77777777777778,"['MA Agarwal', 'S Dhawan', 'JM Bairstow', 'LS Livingstone']","['Mohammed Shami', 'HH Pandya', 'LH Ferguson', 'Rashid Khan']",128.57142857142858,132.04066265060243,153.38809034907598,7.413024085637823,8.325991189427313,7.873303167420815,43,2
59,29,1304062,2022,"Brabourne Stadium, M",2,53.147058823529406,Gujarat Titans,Punjab Kings,42.714285714285715,"['MS Wade', 'Shubman Gill', 'B Sai Sudharsan']","['VG Arora', 'Arshdeep Singh', 'K Rabada']",119.41747572815532,130.89214380825567,137.03703703703704,7.875,7.7377049180327875,7.897350993377483,53,1
60,30,1304060,2022,Maharashtra Cricket ,1,46.79545454545455,Mumbai Indians,Kolkata Knight Riders,45.214285714285715,"['RG Sharma', 'Ishan Kishan', 'D Brevis']","['UT Yadav', 'Rasikh Salam', 'PJ Cummins']",132.63305322128852,135.44973544973544,158.33333333333331,7.486404833836858,6.9375,7.991091314031181,35,1
61,30,1304060,2022,Maharashtra Cricket ,2,46.79545454545455,Kolkata Knight Riders,Mumbai Indians,44.40952380952381,"['AM Rahane', 'VR Iyer', 'SS Iyer']","['Basil Thampi', 'DR Sams', 'JJ Bumrah', 'TS Mills']",123.02667392487751,126.26262626262626,126.11386138613861,9.233532934131738,6.6875,6.643749999999999,35,2
62,31,1304058,2022,Dr DY Patil Sports A,1,42.32352941176471,Lucknow Super Giants,Sunrisers Hyderabad,44.875,"['KL Rahul', 'Q de Kock', 'E Lewis', 'MK Pandey', 'DJ Hooda']","['B Kumar', 'Washington Sundar', 'R Shepherd']",138.40856924254018,140.21823850350742,144.96644295302013,5.966777408637874,7.289398280802292,7.5,32,3
63,31,1304058,2022,Dr DY Patil Sports A,2,42.32352941176471,Sunrisers Hyderabad,Lucknow Super Giants,43.91304347826087,"['Abhishek Sharma', 'KS Williamson', 'RA Tripathi', 'AK Markram']","['JO Holder', 'KH Pandya', 'Avesh Khan', 'AJ Tye']",141.12554112554113,117.29166666666666,156.00706713780917,8.54054054054054,7.383378016085791,8.044692737430168,40,2
64,32,1304056,2022,Maharashtra Cricket ,1,46.79545454545455,Gujarat Titans,Delhi Capitals,42.714285714285715,"['MS Wade', 'Shubman Gill', 'V Shankar']","['Mustafizur Rahman', 'SN Thakur', 'KK Ahmed', 'AR Patel']",119.41747572815532,130.89214380825567,70.83333333333334,6.611898016997167,8.402214022140221,7.954545454545454,44,1
65,32,1304056,2022,Maharashtra Cricket ,2,46.79545454545455,Delhi Capitals,Gujarat Titans,46.58620689655172,"['PP Shaw', 'TL Seifert', 'Mandeep Singh', 'RR Pant', 'Lalit Yadav']","['Mohammed Shami', 'HH Pandya', 'LH Ferguson']",151.46124523506987,114.28571428571428,125.66844919786095,7.413024085637823,8.325991189427313,7.873303167420815,43,3
66,33,1304054,2022,"Wankhede Stadium, Mu",1,45.177419354838705,Punjab Kings,Kolkata Knight Riders,47.77777777777778,"['MA Agarwal', 'S Dhawan', 'PBB Rajapaksa', 'LS Livingstone', 'RA Bawa']","['UT Yadav', 'TG Southee', 'Shivam Mavi', 'CV Varun']",128.57142857142858,132.04066265060243,253.125,7.486404833836858,7.636363636363637,8.122186495176848,62,3
67,33,1304054,2022,"Wankhede Stadium, Mu",2,45.177419354838705,Kolkata Knight Riders,Punjab Kings,44.40952380952381,"['AM Rahane', 'VR Iyer', 'SS Iyer', 'SW Billings']","['Arshdeep Singh', 'K Rabada', 'OF Smith']",123.02667392487751,126.26262626262626,126.11386138613861,7.7377049180327875,7.897350993377483,7.0,51,2
68,34,1304052,2022,Dr DY Patil Sports A,1,42.32352941176471,Kolkata Knight Riders,Royal Challengers Bangalore,44.40952380952381,"['AM Rahane', 'VR Iyer', 'SS Iyer', 'N Rana', 'SP Narine']","['DJ Willey', 'Mohammed Siraj', 'Akash Deep']",123.02667392487751,126.26262626262626,126.11386138613861,7.142857142857142,8.493506493506493,8.70967741935484,44,3
69,34,1304052,2022,Dr DY Patil Sports A,2,42.32352941176471,Royal Challengers Bangalore,Kolkata Knight Riders,45.55555555555556,"['F du Plessis', 'Anuj Rawat', 'V Kohli', 'SE Rutherford', 'DJ Willey']","['UT Yadav', 'TG Southee', 'AD Russell']",138.73417721518987,101.14942528735634,129.1866028708134,7.486404833836858,7.636363636363637,7.894736842105264,36,3
70,35,1304050,2022,"Wankhede Stadium, Mu",1,45.177419354838705,Lucknow Super Giants,Gujarat Titans,44.875,"['KL Rahul', 'E Lewis', 'Q de Kock', 'MK Pandey', 'DJ Hooda', 'A Badoni']","['Mohammed Shami', 'VR Aaron', 'LH Ferguson']",138.40856924254018,144.96644295302013,140.21823850350742,7.413024085637823,8.388206388206388,7.873303167420815,32,4
71,35,1304050,2022,"Wankhede Stadium, Mu",2,45.177419354838705,Gujarat Titans,Lucknow Super Giants,42.714285714285715,"['Shubman Gill', 'V Shankar', 'MS Wade', 'HH Pandya']","['PVD Chameera', 'Avesh Khan', 'Mohsin Khan', 'Ravi Bishnoi']",130.89214380825567,70.83333333333334,119.41747572815532,7.973684210526316,8.044692737430168,5.287128712871287,44,2
72,36,1304048,2022,"Brabourne Stadium, M",1,53.147058823529406,Mumbai Indians,Delhi Capitals,45.214285714285715,"['RG Sharma', 'Ishan Kishan']","['SN Thakur', 'KK Ahmed', 'AR Patel', 'KL Nagarkoti']",132.63305322128852,135.44973544973544,123.92799513109729,8.402214022140221,7.954545454545454,7.41743119266055,53,0
73,36,1304048,2022,"Brabourne Stadium, M",2,53.147058823529406,Delhi Capitals,Mumbai Indians,46.58620689655172,"['PP Shaw', 'TL Seifert', 'Mandeep Singh', 'RR Pant', 'Lalit Yadav']","['DR Sams', 'JJ Bumrah', 'Basil Thampi', 'M Ashwin', 'TS Mills']",151.46124523506987,114.28571428571428,125.66844919786095,6.6875,6.643749999999999,9.233532934131738,46,3
74,37,1254117,2021,Dubai International ,1,45.25,Chennai Super Kings,Kolkata Knight Riders,45.3963963963964,"['RD Gaikwad', 'F du Plessis']","['Shakib Al Hasan', 'Shivam Mavi', 'LH Ferguson', 'CV Varun']",122.31404958677685,138.73417721518987,123.92799513109729,7.52967032967033,8.122186495176848,7.873303167420815,50,0
